"";"requested";"funded";"interestrate";"loanlength";"loanpurpose";"debt_income";"state";"homeownership";"monthlyincome";"FICOrange";"opencreditlines";"revolvingcredit";"inquiries";"emplength";"bal_income";"bal_yearincome";"fundedPerc";"FICOavg"
"35834";15000;14975;0,1527;"60 months";"debt_consolidation";0,179;"PA";"MORTGAGE";2748;"720-724";14;7956;1;6;2,89519650655022;0,241266375545852;0,998333333333333;722
"24320";6000;6000;0,1523;"36 months";"credit_card";0,1957;"KS";"OWN";4583,33;"665-669";13;8077;1;1;1,76225582709515;0,146854652257929;1;667
"68821";11500;11475;0,1114;"36 months";"credit_card";0,2825;"CA";"RENT";2750;"700-704";6;9079;0;5;3,30145454545455;0,275121212121212;0,997826086956522;702
"96988";10000;10000;0,1311;"36 months";"credit_card";0,0756;"PA";"RENT";2500;"685-689";8;10906;0;7;4,3624;0,363533333333333;1;687
"47002";12000;12000;0,089;"36 months";"credit_card";0,1246;"MD";"RENT";5000;"725-729";5;13940;0;11;2,788;0,232333333333333;1;727
"53897";10000;10000;0,1212;"36 months";"debt_consolidation";0,184;"CA";"MORTGAGE";5000;"685-689";7;13202;0;11;2,6404;0,220033333333333;1;687
"40136";35000;34975;0,2128;"60 months";"debt_consolidation";0,1821;"AL";"RENT";7916,67;"680-684";8;19789;2;11;2,49966210540543;0,208305175450452;0,999285714285714;682
"14952";7200;7100;0,1038;"60 months";"major_purchase";0,1797;"PA";"RENT";3000;"750-754";7;2753;1;2;0,917666666666667;0,0764722222222222;0,986111111111111;752
"40856";4000;3975;0,079;"60 months";"car";0,0448;"TX";"OWN";4000;"800-804";16;6696;0;0;1,674;0,1395;0,99375;802
"4938";5300;5200;0,1114;"36 months";"debt_consolidation";0,0847;"UT";"MORTGAGE";8333,33;"740-744";5;73258;1;3;8,79096351638541;0,732580293032117;0,981132075471698;742
"59272";1200;1200;0,0762;"36 months";"other";0,0869;"NY";"MORTGAGE";3833,33;"730-734";14;350;1;7;0,0913044272212411;0,00760870226843676;1;732
"80512";2500;2500;0,1114;"36 months";"major_purchase";0,1008;"CA";"RENT";4333,33;"720-724";4;4922;0;3;1,13584702757464;0,0946539189645531;1;722
"82071";17000;16975;0,1433;"36 months";"debt_consolidation";0,2635;"MN";"OWN";7500;"700-704";21;39130;3;11;5,21733333333333;0,434777777777778;0,998529411764706;702
"90748";16000;16000;0,079;"36 months";"credit_card";0,123;"CA";"MORTGAGE";8416,67;"695-699";14;21913;1;5;2,60352372137674;0,216960310114729;1;697
"42319";10000;9950;0,1269;"36 months";"debt_consolidation";0,038;"CA";"MORTGAGE";6666,67;"695-699";8;7967;1;3;1,1950494024753;0,0995874502062749;0,995;697
"81914";5000;5000;0,1016;"36 months";"debt_consolidation";0,245;"AL";"MORTGAGE";6250;"700-704";9;33705;0;6;5,3928;0,4494;1;702
"97954";4375;4375;0,1905;"36 months";"credit_card";0,0909;"CA";"RENT";2916,67;"670-674";9;6944;2;6;2,38079727908882;0,198399773257402;1;672
"41074";8500;8475;0,0603;"36 months";"home_improvement";0,1233;"MO";"MORTGAGE";6100;"745-749";17;6370;0;11;1,04426229508197;0,0870218579234973;0,997058823529412;747
"30600";12000;12000;0,1689;"60 months";"small_business";0,1524;"OH";"MORTGAGE";7500;"675-679";14;28589;2;3;3,81186666666667;0,317655555555556;1;677
"4909";6200;6100;0,0859;"36 months";"other";0,191;"WI";"RENT";5000;"740-744";17;9367;0;1;1,8734;0,156116666666667;0,983870967741935;742
"63340";7000;7000;0,1849;"36 months";"debt_consolidation";0,189;"AR";"MORTGAGE";2000;"660-664";10;7315;2;1;3,6575;0,304791666666667;1;662
"35313";20800;20800;0,1269;"60 months";"debt_consolidation";0,0708;"GA";"MORTGAGE";6541,67;"730-734";9;13197;0;1;2,01737476821668;0,168114564018057;1;732
"45225";19200;19200;0,1311;"60 months";"other";0,0345;"IL";"MORTGAGE";8333,33;"745-749";14;50625;3;2;6,07500243000097;0,506250202500081;1;747
"98090";22000;22000;0,158;"60 months";"debt_consolidation";0,2132;"KY";"MORTGAGE";5416,67;"700-704";9;10267;1;11;1,89544498741847;0,157953748951539;1;702
"71142";15000;15000;0,1905;"36 months";"debt_consolidation";0,2488;"AZ";"RENT";6000;"675-679";12;12162;0;1;2,027;0,168916666666667;1;677
"5282";7000;6965,1;0,1947;"36 months";"debt_consolidation";0,1708;"NJ";"RENT";5000;"665-669";11;13859;0;3;2,7718;0,230983333333333;0,995014285714286;667
"52333";20000;20000;0,089;"36 months";"credit_card";0,1708;"CO";"RENT";4916,67;"730-734";10;14952;2;4;3,04108268401174;0,253423557000978;1;732
"15274";2000;2000;0,0617;"36 months";"moving";0,1835;"WA";"RENT";5733,58;"745-749";9;21998;0;3;3,83669539798869;0,319724616499058;1;747
"32037";18000;17738,58;0,1059;"60 months";"major_purchase";0,1503;"OH";"MORTGAGE";4000;"755-759";9;6718;0;11;1,6795;0,139958333333333;0,985476666666667;757
"6528";20800;20775;0,1148;"36 months";"home_improvement";0,2177;"CA";"OWN";11666,67;"790-794";6;682;1;11;0,0584571261551068;0,00487142717959223;0,998798076923077;792
"10487";9000;8875;0,0788;"36 months";"debt_consolidation";0,1451;"MA";"MORTGAGE";5708,33;"725-729";9;12217;0;7;2,14020562931716;0,178350469109763;0,986111111111111;727
"64690";6000;6000;0,1409;"36 months";"credit_card";0,225;"UT";"RENT";2666,67;"670-674";18;5955;0;11;2,23312220859724;0,186093517383103;1;672
"66605";5000;5000;0,158;"36 months";"debt_consolidation";0,342;"CA";"RENT";3750;"665-669";18;5414;3;3;1,44373333333333;0,120311111111111;1;667
"18512";12000;11975;0,1483;"60 months";"credit_card";0,2231;"CA";"RENT";4186;"685-689";9;9398;0;3;2,24510272336359;0,187091893613633;0,997916666666667;687
"1173";7000;1998;0,08;"36 months";"credit_card";0,0636;"AZ";"MORTGAGE";7583,33;"750-754";9;21135;0;11;2,78703419210294;0,232252849341912;0,285428571428571;752
"22150";6000;5950;0,1;"36 months";"major_purchase";0,0874;"FL";"MORTGAGE";15416,67;"715-719";9;105730;1;11;6,85816067931661;0,571513389943051;0,991666666666667;717
"104008";17000;16975;0,1398;"36 months";"debt_consolidation";0,1765;"TX";"MORTGAGE";9166,67;"700-704";14;16230;4;3;1,77054481071098;0,147545400892581;0,998529411764706;702
"4665";12000;11975;0,0894;"36 months";"credit_card";0,1899;"TX";"RENT";4750;"750-754";13;25577;1;4;5,38463157894737;0,448719298245614;0,997916666666667;752
"43053";16350;16350;0,079;"36 months";"credit_card";0,2503;"MN";"OWN";4541,67;"730-734";7;25731;0;9;5,66553712621128;0,47212809385094;1;732
"59192";20000;20000;0,079;"36 months";"debt_consolidation";0,2004;"TX";"MORTGAGE";4625;"755-759";14;31335;1;11;6,77513513513513;0,564594594594595;1;757
"80538";12300;12300;0,1212;"36 months";"debt_consolidation";0,1001;"CA";"RENT";6583,33;"690-694";15;12450;0;1;1,89114019804567;0,157595016503806;1;692
"78519";4800;4800;0,1311;"36 months";"moving";0,0461;"TX";"RENT";2666,67;"690-694";3;7911;0;0;2,96662129172339;0,247218440976949;1;692
"48236";14500;14500;0,079;"36 months";"credit_card";0,1196;"IL";"RENT";4500;"735-739";8;16398;0;6;3,644;0,303666666666667;1;737
"51833";4200;4200;0,089;"36 months";"debt_consolidation";0,1043;"CA";"MORTGAGE";2254;"700-704";7;4490;0;NA;1,99201419698314;0,166001183081928;1;702
"69446";22250;22250;0,1409;"36 months";"credit_card";0,321;"MN";"MORTGAGE";6583,33;"690-694";18;44868;0;11;6,81539585589664;0,567949654658053;1;692
"18161";8000;8000;0,1409;"36 months";"home_improvement";0,0768;"IL";"RENT";25000;"675-679";6;28579;1;8;1,14316;0,0952633333333333;1;677
"78856";8325;8325;0,1777;"36 months";"debt_consolidation";0,2075;"MO";"RENT";2000;"665-669";7;7676;0;0;3,838;0,319833333333333;1;667
"48412";14000;14000;0,1311;"36 months";"debt_consolidation";0,0812;"CA";"OWN";10416,67;"730-734";4;4776;0;7;0,458495853281327;0,0382079877734439;1;732
"60192";9000;9000;0,1016;"36 months";"debt_consolidation";0,0398;"MD";"MORTGAGE";6000;"705-709";6;5659;0;7;0,943166666666667;0,0785972222222222;1;707
"97275";16000;16000;0,1311;"36 months";"credit_card";0,1761;"GA";"MORTGAGE";6083,33;"680-684";13;15148;0;2;2,49008355621017;0,207506963017514;1;682
"103218";15200;13694,22;0,1114;"36 months";"credit_card";0,145;"AZ";"MORTGAGE";7916,67;"760-764";7;217827;2;6;27,5149778884304;2,29291482403586;0,900935526315789;762
"39722";24000;24000;0,1065;"36 months";"debt_consolidation";0,148;"CA";"RENT";3750;"725-729";5;24708;0;11;6,5888;0,549066666666667;1;727
"54880";16450;16450;0,1531;"36 months";"debt_consolidation";0,1166;"OH";"MORTGAGE";6666,67;"685-689";8;12697;3;9;1,90454904772548;0,15871242064379;1;687
"81508";7500;7500;0,1212;"36 months";"home_improvement";0,2656;"NH";"MORTGAGE";5000;"710-714";8;9047;1;11;1,8094;0,150783333333333;1;712
"98671";4750;4750;0,2247;"36 months";"debt_consolidation";0,2445;"UT";"RENT";1333,33;"665-669";9;4752;2;0;3,56400891002228;0,297000742501856;1;667
"80765";6500;6500;0,079;"36 months";"debt_consolidation";0,1256;"AR";"RENT";6750;"720-724";17;33229;0;8;4,92281481481481;0,410234567901235;1;722
"103835";5500;5450;0,1867;"60 months";"debt_consolidation";0,1771;"NY";"RENT";1750;"660-664";6;4492;6;2;2,56685714285714;0,213904761904762;0,990909090909091;662
"59041";9600;9600;0,0603;"36 months";"home_improvement";0,0752;"AL";"MORTGAGE";6250;"750-754";7;765;0;0;0,1224;0,0102;1;752
"62747";12000;11975;0,1212;"36 months";"major_purchase";0,3134;"NY";"OWN";4166,67;"710-714";21;28703;2;3;6,88871448902841;0,574059540752367;0,997916666666667;712
"34051";2000;2000;0,0751;"36 months";"other";0,1673;"CA";"RENT";1500;"730-734";5;2925;0;4;1,95;0,1625;1;732
"99360";18000;18000;0,2489;"60 months";"moving";0,1488;"VT";"RENT";4000;"665-669";10;7377;3;8;1,84425;0,1536875;1;667
"79126";5825;5825;0,1212;"36 months";"home_improvement";0,04;"AR";"OWN";3750;"690-694";4;5643;0;1;1,5048;0,1254;1;692
"103249";2500;2500;0,1531;"36 months";"home_improvement";0,2281;"VA";"RENT";2530;"670-674";7;5276;6;0;2,08537549407115;0,173781291172596;1;672
"43700";7200;7200;0,1991;"60 months";"other";0,02;"NY";"RENT";5500;"660-664";13;2130;0;9;0,387272727272727;0,0322727272727273;1;662
"83155";8000;8000;0,1433;"36 months";"other";0,1185;"MD";"RENT";3941,58;"670-674";15;9660;0;2;2,45079384409298;0,204232820341082;1;672
"16446";25000;24675;0,2077;"60 months";"home_improvement";0,1912;"TX";"MORTGAGE";6000;"665-669";17;12757;2;11;2,12616666666667;0,177180555555556;0,987;667
"84110";2500;2500;0,1409;"36 months";"medical";0,2095;"NY";"RENT";2666,67;"665-669";9;15787;0;NA;5,920117599853;0,493343133321083;1;667
"2807";20000;2050;0,1284;"36 months";"home_improvement";0,0149;"MI";"MORTGAGE";3500;"750-754";6;1954;5;2;0,558285714285714;0,0465238095238095;0,1025;752
"94386";6250;6250;0,1311;"36 months";"debt_consolidation";0,2861;"CT";"RENT";1779,17;"720-724";19;7455;1;3;4,1901560840167;0,349179673668059;1;722
"49074";12375;12375;0,1367;"36 months";"debt_consolidation";0,2242;"KS";"MORTGAGE";2083,33;"680-684";8;12226;0;3;5,86848938958302;0,489040782465252;1;682
"88558";18000;18000;0,1016;"36 months";"debt_consolidation";0,1671;"NY";"MORTGAGE";6666,67;"685-689";16;19850;1;6;2,97749851125074;0,248124875937562;1;687
"31714";3300;3300;0,0699;"36 months";"other";0,2004;"IL";"RENT";3333,33;"760-764";10;0;2;1;0;0;1;762
"68991";21000;21000;0,1849;"60 months";"other";0,164;"TX";"MORTGAGE";8833,33;"700-704";11;29293;0;1;3,31618993063771;0,276349160886476;1;702
"75034";24575;24575;0,1629;"36 months";"debt_consolidation";0,196;"GA";"MORTGAGE";5250;"695-699";8;20858;2;11;3,97295238095238;0,331079365079365;1;697
"4532";5000;4900;0,0774;"36 months";"other";0,144;"OH";"RENT";5166,67;"750-754";8;15489;1;11;2,99786903363288;0,249822419469407;0,98;752
"67649";20000;20000;0,1629;"36 months";"debt_consolidation";0,2359;"MI";"MORTGAGE";5833,33;"680-684";14;12696;1;0;2,17645838654765;0,181371532212304;1;682
"34983";13250;13250;0,0662;"36 months";"debt_consolidation";0,2864;"IL";"MORTGAGE";5750;"750-754";12;7174;3;8;1,24765217391304;0,103971014492754;1;752
"4168";10000;9975;0,0859;"36 months";"major_purchase";0,0285;"PA";"MORTGAGE";10167;"790-794";9;16;3;11;0,00157371889446248;0,000131143241205206;0,9975;792
"13020";20000;19950;0,1075;"36 months";"debt_consolidation";0,1137;"NY";"RENT";8416,67;"740-744";10;12283;0;3;1,45936575866703;0,121613813222252;0,9975;742
"28402";10000;10000;0,0849;"36 months";"debt_consolidation";0,1358;"FL";"MORTGAGE";4166,67;"715-719";8;8455;0;11;2,0291983766413;0,169099864720108;1;717
"82112";12000;12000;0,1212;"36 months";"debt_consolidation";0,1466;"FL";"MORTGAGE";5000;"710-714";11;13235;2;2;2,647;0,220583333333333;1;712
"74368";8000;7950;0,079;"36 months";"home_improvement";0,1254;"IL";"MORTGAGE";3500;"725-729";8;6834;2;5;1,95257142857143;0,162714285714286;0,99375;727
"5838";11000;10950;0,0894;"36 months";"credit_card";0,2238;"AK";"MORTGAGE";4200;"760-764";6;8694;4;7;2,07;0,1725;0,995454545454545;762
"24085";12500;12425;0,0749;"36 months";"debt_consolidation";0,1407;"MD";"RENT";8237,5;"730-734";15;13261;0;6;1,60983308042489;0,134152756702074;0,994;732
"102519";7500;0;0,1103;"36 months";"credit_card";0,1141;"AL";"MORTGAGE";3750;"685-689";15;5148;7;6;1,3728;0,1144;0;687
"85220";4825;4825;0,1016;"36 months";"debt_consolidation";0,1489;"UT";"RENT";2400;"705-709";14;6109;1;1;2,54541666666667;0,212118055555556;1;707
"29422";7550;7550;0,1689;"36 months";"other";0,2194;"AL";"RENT";2880;"670-674";2;1989;1;8;0,690625;0,0575520833333333;1;672
"12751";8000;7827,03;0,1435;"36 months";"other";0,2035;"NY";"RENT";4000;"675-679";7;2082;0;4;0,5205;0,043375;0,97837875;677
"96028";6000;6000;0,1409;"36 months";"debt_consolidation";0,1572;"KS";"RENT";5083,33;"670-674";11;10373;0;4;2,04059150202721;0,170049291835601;1;672
"104202";8000;8000;0,1557;"60 months";"major_purchase";0,0238;"IL";"RENT";5291,67;"700-704";4;1252;6;5;0,236598276158566;0,0197165230132138;1;702
"10096";3000;3000;0,1459;"36 months";"debt_consolidation";0,242;"IL";"MORTGAGE";5000;"665-669";6;5527;1;5;1,1054;0,0921166666666667;1;667
"51445";8000;7997,79;0,1629;"36 months";"debt_consolidation";0,1576;"NY";"RENT";3750;"665-669";8;7374;1;6;1,9664;0,163866666666667;0,99972375;667
"30184";8400;8400;0,0599;"36 months";"credit_card";0,087;"TX";"OWN";3000;"750-754";6;6215;0;2;2,07166666666667;0,172638888888889;1;752
"48402";35000;35000;0,1465;"36 months";"medical";0,122;"MA";"MORTGAGE";14166,67;"720-724";7;103354;0;8;7,29557475398241;0,607964562831868;1;722
"50781";15000;15000;0,079;"36 months";"credit_card";0,2154;"NY";"OWN";5000;"730-734";8;21555;0;2;4,311;0,35925;1;732
"8378";7500;7475;0,1099;"36 months";"home_improvement";0,0751;"TX";"MORTGAGE";7083,33;"800-804";9;2245;7;8;0,316941325619447;0,0264117771349539;0,996666666666667;802
"16672";24000;23665,54;0,0962;"60 months";"debt_consolidation";0,1741;"DC";"RENT";7695,08;"805-809";6;1502;0;9;0,195189653648825;0,0162658044707354;0,986064166666667;807
"56643";21000;20975;0,205;"60 months";"debt_consolidation";0,1842;"NY";"MORTGAGE";8083,33;"680-684";11;31080;2;5;3,84495003915466;0,320412503262888;0,998809523809524;682
"65889";6000;6000;0,0762;"36 months";"debt_consolidation";0,0933;"CA";"RENT";8315,67;"730-734";8;6239;0;2;0,750270272870376;0,062522522739198;1;732
"18439";4500;4500;0,0691;"36 months";"major_purchase";0,0058;"MD";"MORTGAGE";65000;"725-729";7;3015;4;7;0,0463846153846154;0,00386538461538462;1;727
"79217";29000;29000;0,1777;"36 months";"debt_consolidation";0,157;"MA";"RENT";7666,67;"695-699";11;23319;0;2;3,04160737321419;0,253467281101182;1;697
"83672";20000;20000;0,1531;"36 months";"debt_consolidation";0,2735;"CA";"RENT";5250;"690-694";11;11343;1;6;2,16057142857143;0,180047619047619;1;692
"97016";7000;7000;0,1016;"36 months";"debt_consolidation";0,1076;"IL";"MORTGAGE";4341,67;"695-699";11;13638;0;7;3,14118760753351;0,261765633961126;1;697
"16867";5000;4950;0,1036;"36 months";"other";0,0051;"NJ";"RENT";2916,67;"715-719";2;165;2;3;0,0565713639184412;0,00471428032653677;0,99;717
"73664";6000;6000;0,1727;"36 months";"debt_consolidation";0,0691;"IL";"MORTGAGE";4025,67;"665-669";6;6652;2;5;1,65239575027263;0,137699645856052;1;667
"42222";10000;10000;0,1527;"36 months";"wedding";0,0402;"IL";"RENT";4480;"670-674";9;7614;2;1;1,69955357142857;0,141629464285714;1;672
"24026";3200;3200;0,1749;"36 months";"other";0,0137;"AR";"RENT";2917;"665-669";4;1427;1;0;0,489201234144669;0,0407667695120558;1;667
"68139";23000;23000;0,1777;"36 months";"debt_consolidation";0,2584;"MD";"MORTGAGE";6625;"685-689";17;19870;1;3;2,99924528301887;0,249937106918239;1;687
"101715";5000;1750,04;0,1154;"36 months";"other";0,1036;"NY";"RENT";3416,67;"670-674";17;15301;7;1;4,47833709430527;0,373194757858773;0,350008;672
"32974";3000;3000;0,1269;"36 months";"debt_consolidation";0,0312;"CA";"RENT";2083,33;"715-719";3;844;0;3;0,405120648193037;0,0337600540160864;1;717
"19091";12000;11975;0,1074;"60 months";"debt_consolidation";0,1763;"VA";"RENT";3500;"715-719";11;18808;0;5;5,37371428571429;0,447809523809524;0,997916666666667;717
"57072";20000;19975;0,1399;"60 months";"debt_consolidation";0,312;"NY";"RENT";4166,67;"720-724";9;8810;0;6;2,11439830848135;0,176199859040113;0,99875;722
"82788";1200;1200;0,158;"36 months";"debt_consolidation";0,2714;"MI";"RENT";2166,67;"665-669";9;9076;1;3;4,18891663243595;0,349076386036329;1;667
"33093";8000;8000;0,0662;"36 months";"credit_card";0,049;"FL";"MORTGAGE";3000;"780-784";5;6084;1;NA;2,028;0,169;1;782
"28534";10000;9975;0,1649;"60 months";"credit_card";0,177;"IL";"MORTGAGE";5416,67;"705-709";10;41329;0;11;7,62996453540644;0,635830377950537;0,9975;707
"22444";11000;11000;0,1306;"36 months";"other";0,2242;"NC";"MORTGAGE";7916,67;"690-694";9;34314;1;0;4,33439817499024;0,361199847915853;1;692
"95117";18000;18000;0,1629;"36 months";"credit_card";0,1762;"CA";"MORTGAGE";5250;"670-674";11;9379;1;5;1,78647619047619;0,148873015873016;1;672
"30817";24000;23975;0,1749;"60 months";"small_business";0,0896;"OR";"RENT";5000;"705-709";4;323;1;11;0,0646;0,00538333333333333;0,998958333333333;707
"84180";8000;7925;0,1875;"60 months";"other";0,0992;"WA";"MORTGAGE";5002,33;"675-679";7;8421;1;11;1,68341552836378;0,140284627363649;0,990625;677
"35299";6000;6000;0,1171;"36 months";"other";0,2145;"MI";"RENT";3100;"685-689";18;10426;0;2;3,36322580645161;0,280268817204301;1;687
"99867";35000;34950;0,1727;"36 months";"debt_consolidation";0,2274;"CA";"RENT";6750;"675-679";15;24626;1;11;3,6482962962963;0,304024691358025;0,998571428571429;677
"16487";1000;750;0,1036;"36 months";"renewable_energy";0;"GA";"MORTGAGE";1800;"730-734";2;0;1;0;0;0;0,75;732
"84283";10000;10000;0,1531;"36 months";"credit_card";0,2771;"CA";"RENT";3750;"680-684";19;19385;1;3;5,16933333333333;0,430777777777778;1;682
"83786";6000;6000;0,158;"36 months";"medical";0,0794;"NY";"RENT";5000;"670-674";7;14784;1;11;2,9568;0,2464;1;672
"85172";4000;4000;0,0603;"36 months";"car";0,1303;"CA";"RENT";2916,67;"750-754";7;2860;0;5;0,980570307919648;0,0817141923266373;1;752
"41190";20000;20000;0,1171;"60 months";"debt_consolidation";0,1098;"IL";"MORTGAGE";5416,67;"745-749";10;20836;0;11;3,84664378668075;0,320553648890062;1;747
"102580";3500;690,34;0,1412;"36 months";"medical";0,1019;"IA";"OTHER";3750;"655-659";8;9771;4;11;2,6056;0,217133333333333;0,19724;657
"57127";24000;24000;0,1999;"60 months";"debt_consolidation";0,0348;"AZ";"RENT";8333,33;"690-694";8;8224;1;5;0,986880394752158;0,0822400328960132;1;692
"70843";8000;8000;0,1409;"36 months";"debt_consolidation";0,1431;"CA";"RENT";3500;"690-694";7;5074;2;4;1,44971428571429;0,120809523809524;1;692
"73060";12000;12000;0,0662;"36 months";"credit_card";0,1388;"MA";"MORTGAGE";7125;"775-779";15;20639;1;5;2,89670175438596;0,241391812865497;1;777
"88845";17600;17600;0,089;"36 months";"debt_consolidation";0,1658;"CO";"MORTGAGE";4166,67;"750-754";8;235;1;8;0,0563999548800361;0,00469999624000301;1;752
"1031";5000;512,46;0,1292;"36 months";"debt_consolidation";0,1629;"CA";"RENT";3333;"665-669";11;14244;2;2;4,27362736273627;0,356135613561356;0,102492;667
"14556";8000;8000;0,1867;"60 months";"educational";0,0556;"CA";"RENT";2500;"660-664";5;5770;2;6;2,308;0,192333333333333;1;662
"8549";10000;9850;0,0988;"36 months";"debt_consolidation";0,1704;"KY";"MORTGAGE";4500;"730-734";8;6948;2;4;1,544;0,128666666666667;0,985;732
"61042";16800;16800;0,0662;"36 months";"debt_consolidation";0,0387;"SC";"OWN";16083,33;"800-804";5;13470;1;8;0,837513126945726;0,0697927605788105;1;802
"13096";6500;6450;0,1038;"60 months";"home_improvement";0,0686;"KY";"MORTGAGE";2738,67;"755-759";10;2345;1;8;0,85625504350652;0,0713545869588766;0,992307692307692;757
"70987";35000;35000;0,079;"36 months";"home_improvement";0,207;"TX";"MORTGAGE";12083,33;"790-794";10;28864;0;11;2,38874548655048;0,199062123879207;1;792
